;Place of interest;Type of place;Place address;BiciMAD station;Station location;Distance
55930;Zoo Aquarium de Madrid;Edificios de carácter monumental;COMPLEJO ZOOLOGICO DE LA CASA CAMPO ;Caramuel;Calle Caramuel nº 51;3673.6864570459534
